109	'phags pa dgongs pa nges par 'grel pa zhes bya ba theg pa chen po'i mdo/
110	'phags pa lang+kar gshegs pa'i theg pa chen po'i mdo/
111	'phags pa lang kar gshegs pa rin po che'i mdo las sangs rgyas thams cad kyi gsung gi snying po zhes bya ba'i le'u/
112	'phags pa ga yA mgo'i ri zhes bya ba theg pa chen po'i mdo/
113	'phags pa rgyan stug po bkod pa zhes bya ba theg pa cen po'i mdo/
114	'phags pa snying rje chen po'i pad+ma dkar po zhes bya ba theg pa chen po'i mdo/
115	'phags pa snying rje pad+ma dkar po zhes bya ba theg pa chen po'i mdo/
116	dam pa'i chos pad+ma dkar po zhes bya ba theg pa chen po'i mdo/
117	'phags pa chos thams cad kyi yon tan bkod pa'i rgyal po zhes bya ba theg pa chen po'i mdo/
118	'phags pa bde ba can gyi bkod pa zhes bya ba theg pa chen po'i mdo/
119	'phags pa za ma tog bkod pa zhes bya ba theg pa chen po'i mdo/
120	'phags pa dkon mchog gi za ma tog ces bya ba theg pa chen po'i mdo/
121	'phags pa rin po che'i mtha' zhes bya ba theg pa chen po'i mdo/
122	'phags pa yongs su mya ngan las 'das pa chen po theg pa chen po'i mdo/
123	'phags pa yongs su mya ngan las 'das pa chen po'i mdo/
124	'phags pa 'da' kha ye shes zhes bya ba theg pa chen po'i mdo/
125	sangs rgyas kyi mdzod kyi chos kyi yi ge
126	'phags pa dkon mchog 'byung gnas zhes bya ba theg pa chen po'i mdo/
127	'phags pa gser gyi mdo zhes bya ba theg pa chen po'i mdo/
128	'phags pa gser gyi bye ma lta bu zhes bya ba theg pa chen po'i mdo/
129	'phags pa chos thams cad kyi rang bzhin mnyam pa nyid rnam par spros pa ting nge 'dzin gyi rgyal po zhes bya ba theg pa chen po'i mdo/
130	'phags pa chos nyid rang gi ngo bo stong pa nyid las mi g.yo bar tha dad par thams cad la snang ba'i mdo/
131	'phags pa rab tu zhi ba rnam par nges pa'i cho 'phrul gyi ting nge 'dzin zhes bya ba theg pa chen po'i mdo/
132	'phags pa sgyu ma lta bu'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
133	'phags pa de bzhin gshegs pa'i ye shes kyi phyag rgya'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
134	'phags pa dpa' bar 'gro ba'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
135	'phags pa da ltar gyi sangs rgyas mngon sum du bzhugs pa'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
136	'phags pa bsod nams thams cad bsdus pa'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
137	'phags pa khye'u bzhi'i ting nge 'dzin ces bya ba theg pa chen po'i mdo/
138	rdo rje'i ting nge 'dzin gyi chos kyi yi ge
139	'phags pa ting nge 'dzin mchog dam pa/
140	'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo/
141	'phags pa rdo rje'i snying po'i gzungs zhes bya ba theg pa chen po'i mdo/
142	'phags pa sgo mtha' yas pa sgrub pa zhes bya ba'i gzungs/
143	'phags pa sgo drug pa zhes bya ba'i gzungs/
144	'phags pa rnam par mi rtog par 'jug pa zhes bya ba'i gzungs/
145	tshigs su bcad pa gnyis pa'i gzungs/
146	'phags pa theg pa chen po la dad pa rab tu sgom pa zhes bya ba theg pa chen po'i mdo/
147	'phags pa byang chub sems dpa'i spyod yul gyi thabs kyi yul la rnam par 'phrul ba bstan pa zhes bya ba theg pa chen po'i mdo/
148	'phags pa de bzhin gshegs pa'i snying rje chen po nges par bstan pa zhes bya ba thag pa chen po'i mdo/
149	'phags pa nam mkha'i mdzod kyis zhus pa zhes bya ba theg pa chen po'i mdo/
150	'phags pa byams pas zhus pa zhes bya ba theg pa chen po'i mdo/
151	'phags pa spyan ras gzigs dbang phyug gis zhus pa chos bdun pa zhes bya ba theg pa chen po'i mdo/
152	'phags pa spobs pa'i blo gros kyis zhus pa zhes bya ba theg pa chen po'i mdo/
153	'phags pa blo gros rgya mtshos zhus ba zhes bya ba theg pa chen po'i mdo/
154	'phags pa klu'i rgyal po rgya mtshos zhus pa zhes bya ba theg pa chen po'i mdo/
155	'phags pa klu'i rgyal po rgya mtshos zhus pa zhes bya ba theg pa chen po'i mdo/
156	'phags pa klu'i rgyal po rgya mtshos zhus pa zhes bya ba theg pa chen po'i mdo/
157	'phags pa klu'i rgyal po ma dros pas zhus pa zhes bya ba theg pa chan po'i mdo/
158	'phags pa mi 'am ci'i rgyal po sdong pos zhus pa zhes bya ba theg pa chen po'i mdo/
159	'phags pa tshangs pas zhus pa zhes bya ba theg pa chen po'i mdo/
160	'phags pa tshangs pas byin gyis zhus pa zhes bya ba theg pa chen po'i mdo/
161	'phags pa tshangs pa khyad par sems kyis zhus pa zhes bya ba theg pa chen po'i mdo/
162	'phags pa lha'i bu rab rtsal sems kyis zhus pa zhes bya ba theg pa chen po'i mdo/
163	'phags pa dpal dbyig gis zhus pa zhes bya ba theg pa chen po'i mdo/
164	'phags pa rin chen dra ba can gyis zhus pa zhes bya ba theg pa chan po'i mdo/
165	'phags pa rin chen zla bas zhus pa zhes bya ba theg pa chen po'i mdo/
166	'phags pa bde byed kyis zhus pa zhes bya ba theg pa chen po'i mdo/
167	'phags pa yul 'khor skyong gis zhus pa zhes bya ba theg pa chen po'i mdo/
168	'phags pa rnam par 'phrul pa'i rgyal pos zhus pa zhes bya ba theg pa chen po'i mdo/
169	dri ma med pa'i 'od kyis zhus pa/
170	'phags pa theg pa chen po'i man ngag ces bya ba theg pa chen po'i mdo/
171	'phags pa bram ze mo dpal ldan mas zhus pa zhes bya ba theg pa chen po'i mdo/
172	'phags pa bgres mos zhus pa zhes bya ba theg pa chen po'i mdo/
173	'phags pa 'jam dpal gyis dris pa zhes bya ba theg pa chen po'i mdo/
174	'phags pa bdag med pa dris pa zhes bya ba theg pa chen po'i mdo/
175	'phags pa 'jig rten 'dzin gyis yongs su dris pa zhes bya ba'i mdo/
176	'phags pa blo gros mi zad pas bstan pa zhes bya ba theg pa chen po'i mdo/
177	'phags pa dri ma med par grags pas bstan pa zhes bya ba theg pa chen po'i mdo/
178	'phags pa 'jam dpal gyis bstan ba zhes bya ba theg pa chen po'i mdo/
179	'phags pa byang chub kyi phyogs bstan pa zhes bya ba theg pa chen po'i mdo/
180	'phags pa kun rdzob dang don dam pa'i bden pa bstan pa zhes bya ba theg pa chen po'i mdo/
181	'phags pa chos thams cad 'byung ba med par bstan pa zhes bya ba theg pa chen po'i mdo/
182	'phags pa pha rol tu phyin pa lnga bstan pa zhes bya ba theg pa chen po'i mdo/
183	'phags pa sbyin pa'i pha rol tu phyin pa zhes bya ba theg pa chen po'i mdo/
184	'phags pa sbyin pa'i phan yon bstan pa/
185	'phags pa byang chub sems dpa'i spyod pa bstan pa zhes bya ba theg pa chen po'i mdo/
186	'phags pa de bzhin gshegs pa'i yon tan dang ye shes bsam gyis mi khyab pa'i yul la 'jug pa bstan pa zhes bya ba theg pa chen po'i mdo/
187	'phags pa sangs rgyas kyi stobs skyed pa'i cho 'phrul rnam par 'phrul ba bstan pa zhes bya ba theg pa chen po'i mdo/
188	'phags pa sangs rgyas kyi chos bsam gyis mi khyab pa bstan pa/
189	'phags pa mar me mdzad kyis lung bstan pa zhes bya ba theg pa chen po'i mdo/
190	'phags pa tshangs pa'i dpal lung bstan pa zhes bya ba theg pa chen po'i mdo/
191	'phags pa bud med 'gyur ba lung bstan pa zhes bya ba theg pa chen po'i mdo/
192	'phags pa bu mo zla mchog lung bstan pa zhes bya ba theg pa chen po'i mdo/
193	'phags pa bde ldan ma lung bstan pa zhes bya ba theg pa cen po'i mdo/
194	'phags pa lha mo chen mo dpal lung bstan pa/
195	'phags pa rgyal ba'i blo gros zhes bya ba theg pa chen po'i mdo/
196	'phags pa spyan ras gzigs zhes bya ba theg pa chen po'i mdo/
197	'phags pa 'jam dpal gnas pa zhes bya ba theg pa chen po'i mdo/
198	'phags pa bdud rtsi brjod pa zhes bya ba theg pa chen po'i mdo/
199	'phags pa byams pa 'jug pa zhes bya ba theg pa chen po'i mdo/
200	'phags pa byang chub sems dpa' byams pa dga' ldan gnam du skye ba blangs po'i mdo/
201	'phags pa 'jig rten gyi rjes su 'thun par 'jug pa zhes bya ba theg pa chen po'i mdo/
202	'phags pa dad pa'i stobs bskyed pa la 'jug pa'i phyag rgya zhes bya ba theg pa chen po'i mdo/
203	'phags pa nges pa dang ma nges par 'gro ba'i phyag rgya la 'jug pa zhes bya ba theg pa chen po'i mdo/
204	'phags pa chos kyi phyag rgya zhes bya ba theg pa chen po'i mdo/
205	'phags pa mar me 'bul ba zhes bya ba theg pa chen po'i mdo/
206	'phags pa grong khyer gyis 'tsho ba zhes bya ba theg pa chen po'i mdo/
207	zas kyis 'tsho ba rnam par dag pa zhes bya ba theg pa chen po'i mdo/
208	glang po'i rtsal zhes bya ba theg pa chen po'i mdo/
209	'phags pa sgra chen po zhes bya ba theg pa chen po'i mdo/
210	'phags pa seng ge'i sgra bsgrags pa zhes bya ba theg pa chen po'i mdo/
211	'phags pa sA lu'i ljang ba zhes bya ba theg pa chen po'i mdo/
212	rten cing 'brel bar 'byung ba dang po dang rnam par dbye ba bstan pa zhes bya ba'i mdo/
213	'phags pa rten cing 'brel bar 'byung ba zhes bya ba theg pa chen po'i mdo/
214	'phags pa sor mo'i phreng ba la phan pa zhes bya ba theg pa chen po'i mdo/
215	rgyal po la gdams pa zhes bya ba theg pa chen po'i mdo/
216	rgyal po la gdams pa zhes bya ba theg pa chen po'i mdo/
217	'phags pa ma skyes dgra'i 'gyod pa bsal ba zhes bya ba theg pa chen po'i mdo/
218	'phags pa dpal sbas zhes bya ba'i mdo/
219	'phags pa las kyi sgrib pa rnam par dag pa zhes bya ba theg pa chen po'i mdo/
220	'phags pa las kyi sgrib pa rgyun gcod pa zhes bya ba theg pa chen po'i mdo/
221	sangs rgyas kyi sde snod tshul khrims 'chal pa tshar gcod pa zhes bya ba theg pa chen po'i mdo/
222	'phags pa rgyal po la gdams pa zhes bya ba theg pa chen po'i mdo/
223	'phags pa rnga bo che chen po'i le'u zhes bya ba theg pa chen po'i mdo/
224	'phags pa sum bcu rtsa gsum pa'i le'u zhes bya ba theg pa chen po'i mdo/
225	'phags pa lhag pa'i bsam pa brtan pa'i le'u zhes bya ba theg pa chen po'i mdo/
226	'phags pa gsum la skyabs su 'gro ba zhes bya ba theg pa chen po'i mdo/
227	'phags pa srid pa 'pho ba zhes bya ba theg pa chen po'i mdo/
228	'phags pa rnam par 'thag pa thams cad bsdus pa zhes bya ba theg pa chen po'i mdo/
229	'phags pa sangs rgyas bgro ba zhes bya ba theg pa chen po'i mdo/
230	de bzhin gshegs pa bgro ba zhes bya ba theg pa chen po'i mdo/
231	'dus pa chen po theg pa chen po'i mdo sde las de bzhin gshegs pa'i dpal gyi dam tshig ces bya ba theg pa chen po'i mdo/
232	'phags pa dkon mchog sprin zhes bya ba theg pa chen po'i mdo/
233	'phags pa sprin chen po zhes bya ba thag pa chen po'i mdo/
234	'phags pa sprin chen po'i mdo las phyogs bcu'i byang chub sems dpa' rgya mtsho 'dus pa'i dga' ston chen po la rtse ba zhes bya ba'i le'u/
235	'phags pa sprin chen po rlung gi dkyil 'khor gyi le'u klu thams cad kyi snying po zhes bya ba theg pa chen po'i mdo/
236	'phags pa sprin chen po/
237	bcom ldan 'das kyi gtsug gtor chen po de bzhin gshegs pa'i gsang ba sgrub pa'i don mngon par thob pa'i rgyu byang chub sems dpa' thams cad kyi spyod pa dpa' bar 'gro ba'i mdo le'u stong phrag bcu pa las le'u bcu pa/
238	gtsug tor chen po bam po dgu pa las bdud kyi le'u nyi tshe 'byung ba/
239	'phags pa chos yang dag par sdud pa zhes bya ba theg pa chen po'i mdo/
240	'dus pa chen po las sa'i snying po'i 'khor lo bcu pa zhes bya ba theg pa chen po'i mdo/
241	'phags pa phyir mi ldog pa'i 'khor lo zhes bya ba theg pa chen po'i mdo/
242	'phags pa ting nge 'dzin gyi 'khor lo zhes bya ba theg pa chen po'i mdo/
243	'phags pa yongs su bsngo ba'i 'khor lo zhes bya ba theg pa chen po'i mdo/
244	dam pa'i chos kyi rgyal po theg pa chen po'i mdo/
245	'phags pa chos kyi tshul zhes bya ba theg pa chen po'i mdo/
246	'phags pa chos kyi phung po zhes bya ba theg pa chen po'i mdo/
247	'phags pa don dam pa'i chos kyi rnam par rgyal ba zhes bya ba theg pa chen po'i mdo/
248	'phags pa chos dang don rnam par 'byed pa zhes bya ba theg pa chen po'i mdo/
249	byang chub sems dpa'i so sor thar ba chos bzhi sgrub pa zhes bya ba theg pa chen po'i mdo/
250	'phags pa chos bzhi bstan pa zhes bya ba theg pa chen po'i mdo/
251	chos bzhi pa'i mdo/
252	'phags pa chos bzhi pa zhes bya ba theg pa chen po'i mdo/
253	'phags pa bzhi pa sgrub pa zhes bya ba theg pa chen po'i mdo/
254	chos gsum pa zhes bya ba'i mdo/
255	'phags pa chos kyi rgyal mtshan gyi mdo theg pa chen po/
256	theg pa chen po'i mdo chos rgya mtsho zhes bya ba/
257	chos kyi rgya mo sangs rgyas rnam par snang mdzad kyis byang chub sems dpa'i sems kyi gnas bshad pa le'u bcu/
258	'phags pa shin tu rgyas pa chen po'i sde nyi ma'i snying po zhes bya ba'i mdo/
259	de bzhin gshegs pa'i gsang ba sgrub pa'i don mngon par thob pa'i rgyu byang chub sems dpa' thams cad kyi spyod pa rgya mtsho ston pa sangs rgyas kyi gtsug tor dpa' bar 'gro ba zhes bya ba theg pa chen po'i mdo/
260	'phags pa de bzhin gshegs pa'i snying po zhes bya ba theg pa chen po'i mdo/
261	'phags pa yi ge med pa'i za ma tog rnam par snang mdzad kyi snying po zhes bya ba theg pa chen po'i mdo/
262	'phags pa nam mkha'i snying po zhes bya ba theg pa chen po'i mdo/
263	'phags pa thabs mkhas pa zhes bya ba theg pa chen po'i mdo/
264	sangs rgyas kyi mtshan lnga stong bzhi brgya lnga bcu rtsa gsum pa/
265	'phags pa yang dag par spyod pa'i tshul nam mkha'i mdog gis 'dul ba'i bzod pa zhes bya ba theg pa chen po'i mdo/
266	'phags pa thar pa chen po phyogs su rgyas pa 'gyod tshangs kyis sdig sbyangs te sangs rgyas su grub par rnam par bkod pa zhes bya ba theg pa chen po'i mdo/
267	'phags pa rtogs pa chen po yongs su rgyas pa'i mdo/
268	'phags pa me tog gi tshogs zhes bya ba theg pa chen po'i mdo/
269	dpang skong phyag brgya pa zhes bya ba/
270	'phags pa bsam gyis mi khyab pa'i rgyal po'i mdo zhes bya ba theg pa chen po'i mdo/
271	'phags pa phyogs bcu'i mun pa rnam par sel ba zhes bya ba theg pa chen po'i mdo/
272	'phags pa sangs rgyas bdun pa zhes bya ba theg pa chen po'i mdo/
273	'phags pa sangs rgyas brgyad pa zhes bya ba theg pa chen po'i mdo/
274	sangs rgyas bcu pa zhes bya ba theg pa chen po'i mdo/
275	'phags pa sangs rgyas bcu gnyis pa zhes bya ba theg pa chen po'i mdo/
276	'phags pa sangs rgyas kyi dbu rgyan zhes bya ba theg pa chen po'i mdo chos kyi rnam grangs chen po/
277	'phags pa sangs rgyas kyi sa zhes bya ba theg pa chen po'i mdo/
278	'phags pa sangs rgyas mi spang ba zhes bya ba theg pa chen po'i mdo/
279	'phags pa dkyil 'khor brgyad pa zhes bya ba theg pa chen po'i mdo/
280	'phags pa bkra shis brgyad pa zhes bya ba theg pa chen po'i mdo/
281	'phags pa sangs rgyas rjes su dran pa [dkon mchog gsum rjes su dran pa'i mdo]
282	chos rjes su dran pa [dkon mchog gsum rjes su dran pa'i mdo]
283	dge 'dun rjes su dran pa [dkon mchog gsum rjes su dran pa'i mdo]
284	bslab pa gsum gyi mdo/
285	'phags pa sku gsum zhes bya ba theg pa chen po'i mdo/
286	'phags pa phung po gsum pa zhes bya ba theg pa chen po'i mdo/
287	'phags pa bsam pa thams cad yongs su rdzogs par byed pa zhes bya ba'i yongs su bsngo ba/
288	'phags pa 'gro ba thams cad yongs su skyob par byed pa zhes bya ba'i yongs su bsngo ba/
289	'phags pa dam pa'i chos dran pa nye bar gzhag pa/
290	las gdags pa/
291	mdo chen po sgyu ma'i dra ba zhes bya ba/
292	mdo chen po gzugs can snying pos bsu ba zhes bya ba/
293	mdo chen po stong pa nyid ces bya ba/
294	mdo chen po stong pa nyid chen po zhes bya ba/
295	mdo chen po rgyal mtshan mchog ces bya ba/
296	mdo chen po rgyal mtshan dam pa zhes bya ba/
297	mdo chen po lnga gsum pa zhes bya ba/
298	'phags pa rdo 'phangs pa'i mdo/
299	gzhon nu dpe'i mdo/
300	khams mang po'i mdo/
301	gaN Ti'i mdo/
302	gaN Ti'i dus kyi mdo/
303	'phags pa dge ba'i bshes gnyen bsten pa'i mdo/
304	mngon par 'byung ba'i mdo/
305	dge slong la rab tu gces pa'i mdo zhes bya ba/
306	tshul khrims yang dag par ldan pa'i mdo/
307	ltung ba sde lnga'i dge ba dang mi dge ba'i 'bras bu brtag pa'i mdo/
308	mchog tu gdags pa'i mdo/
309	rnam par grol ba'i lam las sbyangs pa'i yon tan bstan pa zhes bya ba/
310	tshe'i mtha'i mdo/
311	tshe 'pho ba ji ltar 'gyur ba zhus pa'i mdo/
312	mi rtag pa nyid kyi mdo/
313	mi rtag pa nyid kyi mdo/
314	'du shes bcu bstan pa/
315	'phags pa 'du shes bcu gcig bstan pa'i mdo/
316	'phags pa yangs pa'i grong khyer du 'jug pa'i mdo chen po/
317	'phags pa mtshan mo bzang po zhes bya ba'i mdo/
318	mun gyi nags tshal gyi sgo zhes bya ba'i mdo/
319	pha ma'i mdo/
320	'phags pa bden pa bzhi'i mdo/
321	don rnam par nges pa zhes bya ba'i chos kyi rnam grangs/
322	'phags pa don rgyas pa zhes bya ba'i chos kyi rnam grangs/
323	'phags pa rmad du byung ba zhes bya ba chos kyi rnam grangs/
324	'phags pa de bzhin gshegs pa'i gzugs brnyan bzhag pa'i phan yon yang dag par brjod pa zhes bya ba'i chos kyi rnam grangs/
325	mchod rten bskor ba'i tshigs su bcad pa/
326	gsal rgyal gyi tshigs su bcad pa/
327	tshigs su bcad pa gcig pa/
328	tshigs su bcad pa bzhi ba/
329	klu'i rgyal po rnga sgra'i tshigs su bcad pa/
330	ched du brjod pa'i tshoms/
331	'phags pa skyes bu dam pa'i mdo/
332	dga' bo rab tu byung ba'i mdo/
333	lha'i mdo/
334	lha'i mdo nyung ngu/
335	zla ba'i mdo/
336	khang bu brtsegs pa'i mdo/
337	'phags pa gnas 'jog gi mdo zhes bya ba/
338	'phags pa dga' ba can gyi mdo/
339	'phags pa 'khar gsil gyi mdo/
