'bar ba'i ngu 'bod|<place> Wailing Hell of Flames: One of the two Wailing Hells, it is filled with fire. Denizens of this hell experience red hot blazes of fire entering their orifices and burning them from the inside. This hell is described in the commentary on the PaliSaṃkiccajātaka (Jātaka no. 530). (Original glossary entry: https://84000.co/glossary/entity-45186.html)
'bar ba'i tog|<person> Blazing Crest: Buddha in the presence of whom the buddha Maṇivajra (281 according to the third enumeration) first gave rise to the mind of awakening. (Original glossary entry: https://84000.co/glossary/entity-19731.html)
'bar ba|<person> Blaze: Foremost in terms of insight among the followers of the buddha Velāmarāja. (Original glossary entry: https://84000.co/glossary/entity-19730.html)
'bar ma|<person> Jvalanī (Skt: jvalanī): A great rākṣasī. (Original glossary entry: https://84000.co/glossary/entity-43209.html)
'bel ma|<person> Abundant: Someone who exemplifies generosity, their identity is unknown. (Original glossary entry: https://84000.co/glossary/entity-19288.html)
'bigs byed|<person> Mount Vindhya, Vindhya, Vindhyas (Skt: vindhya): \n1) A mountain range, actually a series of mountain ranges, which extends across central India.\n2) A mountain in the south of Jambudvīpa.\n3) An Indian mountain chain.\n4) A range of mountains located to the north of the Narmada River.\n5) The Vindhya Mountains are a complex, broken chain of mountain ridges, hill ranges, highlands, and plateau escarpments in west-central India.\n6) A low mountain range in central India.\n7) A mountain king.\n\n(Original glossary entry: https://84000.co/glossary/entity-43990.html)\n\nSynonyms: {bin d+ha}, {bin dhu}, {ri 'bigs byed}
'bod byed|<person> Āhvayana (Skt: āhvayana): One of the śrāvakas attending the delivery of the MMK. (Original glossary entry: https://84000.co/glossary/entity-11026.html)
'bra go can|<place> Kharjūrikā (Skt: kharjūrikā): A village. (Original glossary entry: https://84000.co/glossary/entity-35752.html)
'bral bar byed pa|<person> Vigama (Skt: vigama): A great physician who lived on the mountain Himavat. (Original glossary entry: https://84000.co/glossary/entity-45072.html)
'brang mtshams phug chung ma|<text> The Drang Tsamphuk Chungma Collection: A sūtra collection housed in Chumik Ringmo monastery. (Original glossary entry: https://84000.co/glossary/entity-44951.html)
'bras 'phel dag|<place> Grown Rice: A city. (Original glossary entry: https://84000.co/glossary/entity-16713.html)
'bras 'phel|<place> Flourishing Rice: A city ruled by King Meru before the time of Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-7920.html)
'bras bu a la bud lta bur gcod pa|<place> Slicing Like a Bottle-Gourd Fruit (Skt: alābucchedaka): One of sixteen realms that surround the Crushing Hell. (Original glossary entry: https://84000.co/glossary/entity-30709.html)
'bras bu bzhi|<term> four fruitions, four results (Skt: catuḥphala, caturphala): The four fruitions of the śrāvaka vehicle: stream entry, once-returning, non-returning, and worthy one. (Provisional 84000 definition. New definition forthcoming..) (Original glossary entry: https://84000.co/glossary/entity-35359.html)
'bras bu che ba'i lha rnams|<term> Great Fruit (Skt: vṛhatphala): A class of gods in the world of form (rūpadhātu). (Original glossary entry: https://84000.co/glossary/entity-41801.html)\n\nSynonyms: {bras bu che}, {'bras bu che}, {'bras bu che ba}
'bras bu che ba|<place> Bṛhatphala, Great Fruition, Heaven of Great Reward, those with great fruition (Skt: bṛhatphala, vṛhatphala): \n1) The third level of the fourth concentration.\n2) Twelfth god realm of the form realms, meaning “Great Fruition,” it is the third of the three heavens that make up the fourth dhyāna heaven in the form realm. Also called Asaṃjñisattva.\n3) The twelfth of the heavens of the form realm. Rebirth there is the karmic result of accomplishing an ordinary form of the fourth meditative absorption.\n4) In the Sarvāstivada tradition, the highest of the three paradises that correspond to the fourth dhyāna in the form realm.\n5) The third of the four classes of gods of the form realm in the fourth dhyāna. The name is the same for both the location and the inhabitant deities.\n\n(Original glossary entry: https://84000.co/glossary/entity-41801.html)\n\nSynonyms: {bras bu che}, {'bras bu che}, {'bras bu che ba'i lha rnams}
'bras bu che|<person> Bṛhatphala (Skt: bṛhatphala): A divine king in the Heaven of Great Fruition. (Original glossary entry: https://84000.co/glossary/entity-18772.html)
'bras bu che|<term> Bṛhatphala, Great Fruition Heaven, Great Result, Heaven of Great Fruition, Heaven of Great Results, Large Fruit (Skt: bṛhatphala, vṛhatphala): \n1) Second of three heavens of gods on the fourth concentration level.\n2) Twelfth heaven of the form realm, it is the third of the three heavens that make up the fourth dhyāna heaven in the form realm.\n3) Sixteenth and highest of the sixteen god realms of form that correspond to the four meditative concentrations, meaning “Great Fruition.”\n4) Lit. “Those in the Great Result.” The twelfth of the seventeen heavens of the form realm; also the name of the gods living there. In the form realm, which is structured according to the four concentrations and pure abodes‍, or Śuddhāvāsa‍, it is listed as the third of the three heavens that correspond to the fourth of the four concentrations.\n5) In the Sarvāstivāda tradition, the highest of the three paradises that correspond to the fourth dhyāna in the form realm.\n6) The twelfth of the seventeen heavens of the form realm; also the name of the gods living there. In the form realm, which is structured according to the four concentrations and the pure realms, it is listed as the third of the three heavens that correspond to the fourth of the four concentrations.\n7) A class of gods who inhabit one of the levels in the highest heaven of the realm of form.\n8) The twelfth heaven of the form realm, it is the third of the three heavens that correspond to the fourth dhyāna.\n9) One of the heavens of Buddhist cosmology, third of three levels of the fourth dhyāna realm.\n\n(Original glossary entry: https://84000.co/glossary/entity-41801.html)\n\nSynonyms: {bras bu che}, {'bras bu che ba}, {'bras bu che ba'i lha rnams}
'bras bu dang bcas pa|<person> Saphala (Skt: saphala): One of the śrāvakas attending the delivery of the MMK. (Original glossary entry: https://84000.co/glossary/entity-12115.html)
'bras bu dang ldan pa|<place> Endowed with Result: One of the twenty-seven realms in the Heaven Free from Strife. (Original glossary entry: https://84000.co/glossary/entity-30093.html)
'bras bu gsum gyi shing|<term> three myrobalans (Skt: triphalaka): The three myrobalan plants: chebulic myrobalan (Skt. harītakī), beleric myrobalan (Skt. vibhītaka), and emblic myrobalan (Skt.āmalakī). (Original glossary entry: https://84000.co/glossary/entity-34334.html)
'bras bu gsum pa|<person> Triphālin (Skt: triphālin): A yakṣa who is a “Dharma brother” of Vaiśravaṇa. (Original glossary entry: https://84000.co/glossary/entity-43530.html)
'bras bu gsum|<term> three fruits, three myrobalan fruits (Skt: phalatrika, triphalā): \n1) The combination of Phyllanthus emblica, Terminala chebula, and Terminalia bellerica.\n2) The various configurations of the three fruits are 1) the three myrobalan fruits (Terminalia Chebula, Terminalia Bellerica, and Phyllanthus Emblica); 2) grape, pomegranate, and date; 3) nutmeg, areca-nut, and cloves.\n\n(Original glossary entry: https://84000.co/glossary/entity-2203.html)
'bras bu kun phyed|<place> Yielding All Fruits: A park in Sustained by Fruition. (Original glossary entry: https://84000.co/glossary/entity-30923.html)
'bras bu rtag tu mdzas|<place> Fruits of Constant Beauty: A forest of the asuras. (Original glossary entry: https://84000.co/glossary/entity-30206.html)
'bras bu zhag lon|<term> vāsya (Skt: vāsya): This substance has not been identified. (Original glossary entry: https://84000.co/glossary/entity-2222.html)
'bras bu'i sman|<term> medicinal fruits: An acceptable form of medicine for a monk, as identified in the Four Supports section of the ordination ritual. (Original glossary entry: https://84000.co/glossary/entity-4136.html)
'bras bus nye bar 'tsho ba|<place> Sustained by Fruition: A realm inhabited by garland-bearer gods. (Original glossary entry: https://84000.co/glossary/entity-30783.html)
'bras bu|<term> fruit, fruition (Skt: phala, phalatā, phalatva): Effect, result, fruit. (Original glossary entry: https://84000.co/glossary/entity-3698.html)
'bras chan|<term> boiled rice, rice pudding (Skt: odana): \n1) The Sanskrit is also used for a porridge made from other grains.\n2) A dish of rice cooked in milk that the Buddha was offered to break his fast after six years of austerities.\n\n(Original glossary entry: https://84000.co/glossary/entity-15031.html)
'bras khu'i chu|<place> Ācāma River (Skt: ācāmanadī): A river that flows down from the lake Anavatapta. (Original glossary entry: https://84000.co/glossary/entity-16202.html)
'bras kyi grong khyer|<place> Dhānyapura (Skt: dhānyapura): A city. (Original glossary entry: https://84000.co/glossary/entity-16702.html)
'bras phung|<place> Dhānyakaṭaka (Skt: dhānyakaṭaka): Name of an important Buddhist site in Andhra, near Amarāvatī. (Original glossary entry: https://84000.co/glossary/entity-12739.html)
'bras zan|<term> rice (Skt: bhakta): An acceptable form of food for a monk, as identified in the Four Supports section of the ordination ritual. (Original glossary entry: https://84000.co/glossary/entity-4137.html)
'bras|<term> large pustules (Skt: gaṇḍa): Symptom that may be evidence of an illness considered an impediment to ordination. (Original glossary entry: https://84000.co/glossary/entity-35846.html)
'bri Sha b+ho|<place> Abrikṣabho (Skt: abrikṣabho): A mountain in the sea south of Jambudvīpa. (Original glossary entry: https://84000.co/glossary/entity-29819.html)
'bri ba ma yin/ 'phel ba ma yin|<term> does not diminish, nor does it increase (Skt: anūnatvāpūrṇatva): Also translated as “non-decrease and non-increase.” See. (Original glossary entry: https://84000.co/glossary/entity-28959.html)
'bri chu|<place> Drichu: The Drichu is one of the four great rivers of Eastern Tibet. It is known further downstream as the Yangtze (Ch. Chang Jiang, “Long River”), and is famed as the longest river in Asia. It flows in a southerly direction a little to the west of Degé, which is situated on one of its tributaries. These upper reaches of the Yangtze are known in Chinese by the name Jinsha Jiang (“Golden Sand River”). (Original glossary entry: https://84000.co/glossary/entity-44894.html)
'bri gdong|<term> yak face: The name of a karmic wind involved in the formation of an embryo in its seventeenth week. (Original glossary entry: https://84000.co/glossary/entity-15808.html)
'bri gung|<place> Drigung: Drigung is an area outside of Lhasa home to Drigung Thil monastery, the seat of the Drigung Kagyü lineage. (Original glossary entry: https://84000.co/glossary/entity-44899.html)\n\nSynonym: {bri khung}
'bris ka|<place> Drika: A charnel ground in Kashmir. (Original glossary entry: https://84000.co/glossary/entity-47579.html)
'brog gnas po|<person> Āṭavaka (Skt: āṭavaka): A yakṣa general. (Original glossary entry: https://84000.co/glossary/entity-40660.html)\n\nSynonym: {'brog gnas}
'brog gnas|<person> Āḍavaka, Āṭavaka, Aṭavika, Guhyasthāna (Skt: āḍavaka, āṭavaka, aṭavika, guhyasthāna): \n1) Name of a yakṣa general.\n2) A yakṣa king.\n3) One of the five yakṣa generals.\n4) A yakṣa.\n5) A certain yakṣa lord tamed by the Buddha.\n\n(Original glossary entry: https://84000.co/glossary/entity-40660.html)\n\nSynonym: {'brog gnas po}
'brog khong khong na yod|<place> Aṭavīsaṃbhavā (Skt: aṭavīsaṃbhavā): A lake in a wilderness. (Toh 557: dgon pa na yod pa) (Original glossary entry: https://84000.co/glossary/entity-46605.html)\n\nSynonyms: {dgon pa na yod pa}, {dgon pa skyes}
'brog mi lo tsA ba shAkya ye shes|<person> Drokmi Lotsāwa Śākya Yeshé: Śākya Yeshé, commonly known by the title Drokmi Lotsāwa, was a Tibetan translator and important figure in the Lamdré (Tib. lam 'bras) lineage. Drokmi's dates are uncertain, but Tibetan literature offers a range of possible dates beginning in 990 and ending in 1074. For a hagiography of Drokmi, see Stearns 2010, pp. 83–101. For an academic appraisal of his life and works, see Davidson 2005, pp. 161–209. (Original glossary entry: https://84000.co/glossary/entity-3772.html)\n\nSynonyms: {'brog mi shAkya ye shes}, {shAkya ye shes}
'brog mi shAkya ye shes|<person> Drokmi, Drokmi Śākya Yeshé: \n1) DrokmiŚākya Yeshé, the great eleventh century translator from Lhatsé in Western Tsang.\n2) 992 or 993 to 1043 or 1072; Tibetan translator (of an early phase of the later translation period) and important figure in the Lamdré (lam 'bras) lineage.\n\n(Original glossary entry: https://84000.co/glossary/entity-3772.html)\n\nSynonyms: {'brog mi lo tsA ba shAkya ye shes}, {shAkya ye shes}
'brog tu rnam par chad pa|<place> Isolated Highlands: A city in Videha. (Original glossary entry: https://84000.co/glossary/entity-30362.html)
'brog|<place> Aṭavī (Skt: aṭavī): A geographical location in this sūtra. (Original glossary entry: https://84000.co/glossary/entity-45756.html)
'brom|<term> Drom: A clan or tribe in Tibet. According to the Catalog, one of the eighteen tribes of Nguchen Gyalmo, belonging to the divine lineage of Go. (Original glossary entry: https://84000.co/glossary/entity-44719.html)
'bru gsug|<term> spṛkkā (Skt: spṛkkā): Tib. is unrecorded in Negi. Skt. spṛkkāmight possibly beTrigonella corniculata(McHugh, 2008, p 180, n30). (Original glossary entry: https://84000.co/glossary/entity-46275.html)\n\nSynonyms: {'bu gsug}, {spr.i ka}, {spri ka}, {spri ka spo}, {'u su}
'bru lnga|<term> five grains (Skt: pañcadhānya, pañcasasya): The five types of grain are corn (dhānya), sesame (tila), mung beans (mudga), barley (yava), and white mustard (śvetasarṣapa) or māṣa beans (māṣa). (Original glossary entry: https://84000.co/glossary/entity-44609.html)\n\nSynonym: {'bru sna lnga}
'bru mangs|<place> Bahudhanyaka (Skt: bahudhanyaka): A geographical location in this sūtra. (Original glossary entry: https://84000.co/glossary/entity-45761.html)
'bru mar bskol ba|<term> boiled oil (Skt: taila): In Āyurvedic medicine, taila can be used both internally and externally. It is produced by boiling herbs in edible oil, such as sesame seed oil. (Original glossary entry: https://84000.co/glossary/entity-9549.html)
'bru sna lnga|<term> five grains (Skt: pañcadhānya, pañcasasya): \n1) The five types of grain are corn (dhānya), sesame (tila), mung beans (mudga), barley (yava), and white mustard (śvetasarṣapa) or māṣa beans (māṣa).\n2) Corn (dhānya), sesame (tila), mung beans (mudga), barley (yava), and white mustard (śvetasarṣapa) or māṣa beans (māṣa).\n\n(Original glossary entry: https://84000.co/glossary/entity-44609.html)\n\nSynonym: {'bru lnga}
'bru'i chang|<term> spirituous liquor (Skt: surā): Usually a drink that has been fermented or distilled from grains. (Original glossary entry: https://84000.co/glossary/entity-46252.html)
'brug sgra bsgrags pa|<person> Nāganinardita (Skt: nāganinardita): A buddha in an eastern buddha realm. (Original glossary entry: https://84000.co/glossary/entity-44451.html)
'brug sgra bsgrags|<person> Dragon's Roar Resounding: A tathāgata. (Original glossary entry: https://84000.co/glossary/entity-36143.html)
'brug sgra dang rnga bo che'i skad kyi rgyal po|<person> Garjitaghoṣadundubhisvararāja (Skt: garjitaghoṣadundubhisvararāja): One of the tathāgatas attending the delivery of the MMK. (Original glossary entry: https://84000.co/glossary/entity-10993.html)
'brug sgra dbyangs|<person> Melodious Thunder: Foremost in terms of miraculous abilities among the followers of the buddha Janendra. (Original glossary entry: https://84000.co/glossary/entity-24186.html)
'brug sgra dbyangs|<person> Garjitasvara (Skt: garjitasvara): The 550th buddha in the first list, 550th in the second list, and 543rd in the third list. (Original glossary entry: https://84000.co/glossary/entity-21945.html)
'brug sgra mthu rtsal|<person> Thundering Power: Foremost in terms of miraculous abilities among the followers of the buddha Mārakṣayaṃkara. (Original glossary entry: https://84000.co/glossary/entity-26632.html)
'brug sgra nga ro|<person> Roaring Thunder: Foremost in terms of miraculous abilities among the followers of the buddha Vimuktaketu. (Original glossary entry: https://84000.co/glossary/entity-25454.html)
'brug sgra rgyal po|<person> Megharāja (Skt: megharāja): A thus-gone one. (Original glossary entry: https://84000.co/glossary/entity-5378.html)
'brug sgra sgrogs|<person> Dragon Voice: Foremost in terms of miraculous abilities among the followers of the buddha Kṣemapriya. (Original glossary entry: https://84000.co/glossary/entity-20691.html)
'brug sgra'i dbyangs kyi rgyal po|<person> King of Thunderous Voice: A buddha from the past. (Original glossary entry: https://84000.co/glossary/entity-31960.html)
'brug sgra'i rgyal po|<person> Royal Thunder: Son of the buddha Cīrṇabuddhi. (Original glossary entry: https://84000.co/glossary/entity-25476.html)
'brug sgra|<person> Sound of Thunder: A bodhisattva present in the circle around Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-25724.html)
'brug sgra|<person> Rāvaṇa (Skt: rāvaṇa): One of the nāga kings. (Original glossary entry: https://84000.co/glossary/entity-33988.html)\n\nSynonym: {sgra sgrogs kyi bu}
'brug sgra|<person> Meghanāda (Skt: meghanāda): Name of a nāga king; name of Rāvaṇa's son in the Rāmāyaṇa. (Original glossary entry: https://84000.co/glossary/entity-5241.html)
'brug sgra|<person> Sound of Thunder: Foremost in terms of miraculous abilities among the followers of the buddha Duṣpradharṣa. (Original glossary entry: https://84000.co/glossary/entity-25728.html)
'brug sgra|<person> Meghasvara (Skt: meghasvara): The 75th buddha in the first list, 75th in the second list, and 76th in the third list. (Original glossary entry: https://84000.co/glossary/entity-24180.html)
'brug sgra|<person> Sound of Thunder: Buddha in the presence of whom the buddha Kusumanetra (196 according to the third enumeration) first gave rise to the mind of awakening. (Original glossary entry: https://84000.co/glossary/entity-25735.html)
'brug sgrogs ma|<person> Lady Dragon's Roar: A goddess. (Original glossary entry: https://84000.co/glossary/entity-36213.html)
'brug sgrogs|<person> Garjanī (Skt: garjanī): A great rākṣasī. (Original glossary entry: https://84000.co/glossary/entity-43170.html)
'brug sgrogs|<person> Garjana, Garjasphoṭaka (Skt: garjana, garjasphoṭaka): A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-43169.html)
'brum bu me dbal|<term> erysipelas (Skt: visarpa): A bacterial infection of the skin, also called Ignis Sacer and St. Anthony's Fire. The Tibetan means “fireflames.” Its worst form as described in the sūtra is “necrotizing fasciitis,” when the skin and flesh beneath blacken and die; it can lead quickly to death. (Original glossary entry: https://84000.co/glossary/entity-3485.html)
'brum phran|<term> exanthema (Skt: kiṭibha): An illness such as measles or rubella, considered an impediment to ordination. (Original glossary entry: https://84000.co/glossary/entity-4139.html)
'bu can gyi 'du shes|<term> contemplation of a worm-infested corpse (Skt: vipaḍumakasaṃjñā): Second of the nine contemplations of impurity. (Original glossary entry: https://84000.co/glossary/entity-40891.html)\n\nSynonym: {rnam par 'bus gzhigs pa'i 'du shes}
'bu gsug|<term> spṛkkā (Skt: spṛkkā): Tib. is unrecorded in Negi. Skt. spṛkkāmight possibly beTrigonella corniculata(McHugh, 2008, p 180, n30). (Original glossary entry: https://84000.co/glossary/entity-46275.html)\n\nSynonyms: {'bru gsug}, {spr.i ka}, {spri ka}, {spri ka spo}, {'u su}
'bum chen sde lnga|<term> Five Sets of One Hundred Thousand: (1) The long Prajñāpāramitā (Toh 8), which contains 100,000 ślokas; (2) the Mahāparinirvāṇa (Toh 119–120), which contains 100,000 testaments given by the Buddha at the time of his parinirvāṇa; (3) the Ratnakūṭa (Toh 45–93), which contains 100,000 distinct names of the Buddha; (4) the Avataṃsaka (Toh 44), which contains 100,000 aspirations; and (5) the Laṅkāvatāra (Toh 107–108), which contains 100,000 discourses that are ways of subjugating the rākṣasas. These five sets of 100,000 features are also said to correspond to the Buddha's body, speech, mind, qualities, and activities, respectively. (Original glossary entry: https://84000.co/glossary/entity-4393.html)\n\nSynonym: {'bum sde lnga}
'bum ri ba'i|<term> very costly: Literally “worth a hundred thousand.” (Original glossary entry: https://84000.co/glossary/entity-7583.html)
'bum sde lnga|<term> Five Sets of One Hundred Thousand: (1) The long Prajñāpāramitā (Toh 8), which contains 100,000 ślokas; (2) the Mahāparinirvāṇa (Toh 119–120), which contains 100,000 testaments given by the Buddha at the time of his parinirvāṇa; (3) the Ratnakūṭa (Toh 45–93), which contains 100,000 distinct names of the Buddha; (4) the Avataṃsaka (Toh 44), which contains 100,000 aspirations; and (5) the Laṅkāvatāra (Toh 107–108), which contains 100,000 discourses that are ways of subjugating the rākṣasas. These five sets of 100,000 features are also said to correspond to the Buddha's body, speech, mind, qualities, and activities, respectively. (Original glossary entry: https://84000.co/glossary/entity-4393.html)\n\nSynonym: {'bum chen sde lnga}
'bum|<text> The Perfection of Wisdom in One Hundred Thousand Lines: The Perfection of Wisdom in One Hundred Thousand Lines(Śatasāhasrikāprajñāpāramitā, Toh 8) comprises twelve volumes, three hundred and one fascicles, and seventy-two chapters. (Original glossary entry: https://84000.co/glossary/entity-44937.html)
'bu|<term> Bu: A clan or tribe in Tibet. According to the Catalog, one of the eighteen tribes of Nguchen Gyalmo, belonging to the divine lineage of Go. (Original glossary entry: https://84000.co/glossary/entity-44721.html)
'byor 'od|<person> Light of Wealth: Buddha in the presence of whom the buddhaRatnaskandha(301 according to the third enumeration) first gave rise to the mind of awakening. (Original glossary entry: https://84000.co/glossary/entity-23693.html)
'byor ba'i sgron ma|<person> Wealth Lamp: Foremost in terms of miraculous abilities among the followers of the buddha Dharmeśvara. (Original glossary entry: https://84000.co/glossary/entity-27155.html)
'byor ba|<person> Endowment: A previous ruler of the Heaven of the Thirty-Three. (Original glossary entry: https://84000.co/glossary/entity-29697.html)
'byor byed|<person> Winner: Attendant of the buddha Deva. (Original glossary entry: https://84000.co/glossary/entity-27201.html)
'byor byin|<person> Wealth Gift: Father of the buddha Jñānapriya. (Original glossary entry: https://84000.co/glossary/entity-27146.html)
'byor bzang 'byor pa|<person> Subhūtibhūti (Skt: subhūtibhūti): An ancient king of Aṅga. (Original glossary entry: https://84000.co/glossary/entity-12218.html)
'byor dga' seng ge'i stobs|<person> Wealth of Joyous Lion Strength: Foremost in terms of miraculous abilities among the followers of the buddha Sumitra. (Original glossary entry: https://84000.co/glossary/entity-27158.html)
'byor dga'|<person> Bhavanandin (Skt: bhavanandin): A son of Bhava and half brother of Pūrṇa from Sūrpāraka. (Original glossary entry: https://84000.co/glossary/entity-16344.html)
'byor grags|<person> Famed Wealth: Mother of the buddha Meruprabha. (Original glossary entry: https://84000.co/glossary/entity-21589.html)
'byor ldan 'od zer|<person> Radiant Wealth: Buddha in the presence of whom the buddha Vajrasena (245 according to the third enumeration) first gave rise to the mind of awakening. (Original glossary entry: https://84000.co/glossary/entity-25272.html)
'byor ldan grags pa|<person> Samṛddhayaśas (Skt: samṛddhayaśas): The 840th buddha in the first list, 839th in the second list, and 829th in the third list. (Original glossary entry: https://84000.co/glossary/entity-25552.html)
'byor ldan|<person> Wealth Possessor: Father of the buddha Sūryagarbha. (Original glossary entry: https://84000.co/glossary/entity-27166.html)
'byor ldan|<person> Endowed with Wealth: Father of the buddha Ojodhārin. (Original glossary entry: https://84000.co/glossary/entity-20910.html)
'byor ldan|<person> Samṛddha (Skt: samṛddha): The 475th buddha in the first list, 474th in the second list, and 468th in the third list. (Original glossary entry: https://84000.co/glossary/entity-25549.html)
'byor len|<person> Bhavila (Skt: bhavila): A son of Bhava and half brother of Pūrṇa from Sūrpāraka. (Original glossary entry: https://84000.co/glossary/entity-16346.html)
'byor pa gsal|<person> Clear Wealth: Foremost in terms of miraculous abilities among the followers of the buddha Vegajaha. (Original glossary entry: https://84000.co/glossary/entity-20014.html)
'byor pa ma|<person> Samṛddhi (Skt: samṛddhi): One of the names of Śrī Mahādevī. (Original glossary entry: https://84000.co/glossary/entity-6322.html)
'byor pa'i 'od|<person> Light of Wealth: Mother of the buddha Caraṇaprasanna. (Original glossary entry: https://84000.co/glossary/entity-23692.html)
'byor pa'i blo gros|<person> Wealth of Intelligence: Foremost in terms of miraculous abilities among the followers of the buddha Guṇaratna. (Original glossary entry: https://84000.co/glossary/entity-27157.html)
'byor pa'i blo|<person> Rich Mind: Attendant of the buddha Mahādatta. (Original glossary entry: https://84000.co/glossary/entity-25428.html)
'byor pa'i blo|<person> Mental Wealth: Foremost in terms of insight among the followers of the buddha Asaṅgadhvaja. (Original glossary entry: https://84000.co/glossary/entity-24235.html)
'byor pa'i dbang po|<person> Master of Wealth: Father of the buddha Ṛddhiketu. (Original glossary entry: https://84000.co/glossary/entity-24114.html)
'byor pa'i gzi brjid|<place> Splendid Wealth: Birthplace of the buddha Arthamati. (Original glossary entry: https://84000.co/glossary/entity-28232.html)
'byor pa'i lha|<person> God of Wealth: Father of the buddha Ratnapradatta. (Original glossary entry: https://84000.co/glossary/entity-22236.html)
'byor pa'i mdzod|<place> Treasury of Riches: Birthplace of the buddha Jagattoṣaṇa. (Original glossary entry: https://84000.co/glossary/entity-28345.html)
'byor pa'i mdzod|<person> Rich Treasury: Foremost in terms of miraculous abilities among the followers of the buddha Nala. (Original glossary entry: https://84000.co/glossary/entity-25429.html)
'byor pa'i rgyal po|<person> King of Wealth: Father of the buddha Samṛddha. (Original glossary entry: https://84000.co/glossary/entity-23387.html)
'byor pa'i sgra|<place> Sound of Wealth: Birthplace of the buddha Candrārka. (Original glossary entry: https://84000.co/glossary/entity-28201.html)
'byor pa'i yon tan|<person> Qualities of Wealth: Father of the buddha Vighuṣṭatejas. (Original glossary entry: https://84000.co/glossary/entity-25211.html)
'byor par gnas|<person> Enriched Existence: Foremost in terms of miraculous abilities among the followers of the buddha Bhāgīratha. (Original glossary entry: https://84000.co/glossary/entity-20936.html)
'byor par ldan|<person> Samṛddha (Skt: samṛddha): The 220th buddha in the first list, 219th in the second list, and 219th in the third list. (Original glossary entry: https://84000.co/glossary/entity-25548.html)
'byor pa|<person> Wealth: The name of a mātṛkā in Great Cool Grove. (Original glossary entry: https://84000.co/glossary/entity-27139.html)
'byor pa|<person> Bhava (Skt: bhava): A householder and the father of Pūrṇa from Sūrpāraka. (Original glossary entry: https://84000.co/glossary/entity-16342.html)
'byor pa|<person> Ṛkṣa (Skt: ṛkṣa): One of the tathāgatas attending the delivery of the MMK; one of the grahas. (Original glossary entry: https://84000.co/glossary/entity-12030.html)
'byor skyob|<person> Bhavatrāta (Skt: bhavatrāta): A son of Bhava and half brother of Pūrṇa from Sūrpāraka. (Original glossary entry: https://84000.co/glossary/entity-16345.html)
'byung ba bzang po|<place> Excellent Elements: The buddha realm of King of Thunderous Voice. (Original glossary entry: https://84000.co/glossary/entity-32011.html)
'byung ba bzang po|<place> Virtuous Occurrence: A past world where the Tathāgata Glorious Secret lived along with the bodhisattva Smṛtibuddhi, a past incarnation of the bodhisattva Prajñākūṭa. (Original glossary entry: https://84000.co/glossary/entity-33688.html)
